filename,width,height,class,xmin,ymin,xmax,ymax
Drunkface340B_jpg.rf.4ac73c99213a62605452e947aff4110f.jpg,225,225,Drunk,115,40,208,179
Drunkface375B_jpg.rf.4bfaf7c15fdb80ff2c0b8a8bd7218a6d.jpg,765,800,Drunk,221,102,345,290
Drunkface375B_jpg.rf.4bfaf7c15fdb80ff2c0b8a8bd7218a6d.jpg,765,800,Drunk,366,165,492,319
Drunkface238B2_jpg.rf.4c66e6dcb76679020fc2a497ae364163.jpg,1280,960,Drunk,1061,10,1198,268
Drunkface238B2_jpg.rf.4c66e6dcb76679020fc2a497ae364163.jpg,1280,960,Drunk,667,10,956,441
Drunkface626B3_jpg.rf.4c353b905bcb8471996a6ab5f2c675a1.jpg,597,371,Drunk,244,75,323,193
Drunkface105B2_jpg.rf.4bd4074c033f498def01c492c8bc0c51.jpg,480,565,Drunk,268,100,326,203
Drunkface163B3_jpg.rf.4a2520f7fc0f28cf9a7b2fa306d0f100.jpg,800,533,Drunk,460,68,583,206
Drunkface163B3_jpg.rf.4a2520f7fc0f28cf9a7b2fa306d0f100.jpg,800,533,Drunk,236,112,338,226
Drunkface232B2_jpg.rf.4beaa8080d05498c5d864d8ffabaaab8.jpg,184,273,Drunk,107,40,139,90
Drunkface267B3_jpg.rf.4c0595c124a4c64e9ffb6772c6083051.jpg,273,184,Drunk,114,42,178,110
Drunkface195B1_jpg.rf.4d5fe21c40cfb6c23a076d77e863eac3.jpg,559,700,Drunk,133,97,287,283
Drunkface143B3_jpg.rf.4bd39e290cbaf7d9a090af2ee2db1bbc.jpg,276,182,Drunk,151,7,181,42
Drunkface143B3_jpg.rf.4bd39e290cbaf7d9a090af2ee2db1bbc.jpg,276,182,Drunk,111,30,136,59
Drunkface143B3_jpg.rf.4bd39e290cbaf7d9a090af2ee2db1bbc.jpg,276,182,Drunk,59,31,87,69
Drunkface418B_jpg.rf.4cbc43cc259f65ecb91a31239e96fde9.jpg,400,400,Drunk,15,96,147,279
Drunkface86B3_jpg.rf.4cacedaeddcd01cb11b7becf6c361ec0.jpg,1024,768,Drunk,379,97,768,433
Drunkface86B3_jpg.rf.4cacedaeddcd01cb11b7becf6c361ec0.jpg,1024,768,Drunk,287,470,613,766
Drunkface60B3_jpg.rf.4b47bdafeafec7c44efd3614508f44d6.jpg,396,669,Drunk,33,186,353,543
Drunkface580B3_jpg.rf.4c5e4b0d6b2206a657375738a1528fa5.jpg,485,322,Drunk,220,57,277,150
Drunkface101B_jpg.rf.4c947fbe1c40c5e7761794aeb853b529.jpg,1944,2592,Drunk,562,661,1404,1788
Drunkface71B1_jpeg.rf.4be353437f4bbad6c88af0d262f2fe98.jpg,402,481,Drunk,211,95,362,336
Drunkface381B1_jpg.rf.4a596e333d4a1bf1bdeee0d324108c46.jpg,275,183,Drunk,164,26,238,129
Drunkface541B3_jpg.rf.4d8bda9992fa1a252aff23b1b51b3e8c.jpg,488,332,Drunk,272,64,342,154
Drunkface541B3_jpg.rf.4d8bda9992fa1a252aff23b1b51b3e8c.jpg,488,332,Drunk,50,78,122,163
Drunkface549B_jpg.rf.4c76df9d1dcdc6765159a91fdd3a210d.jpg,406,346,Drunk,125,47,260,247
Drunkface289B_jpg.rf.4db5240c76c0fa906c8b2816a6ee2093.jpg,700,457,Drunk,280,147,405,275
Drunkface4B_JPG.rf.4d987663f36cca22846b4ff53d4f5564.jpg,335,334,Drunk,30,7,307,334
Drunkface265B3_jpg.rf.4db88ec606c21ce9d93ae5049a6e9beb.jpg,400,502,Drunk,153,77,242,214
Drunkface330B_jpg.rf.4de8404b78fb9dcf9fe9dcb4e6ee8420.jpg,277,182,Drunk,118,26,158,89
Drunkface330B_jpg.rf.4de8404b78fb9dcf9fe9dcb4e6ee8420.jpg,277,182,Drunk,181,53,214,100
Drunkface586B1_jpg.rf.4ec7525cb13031df2cfb8e0383a542e4.jpg,486,326,Drunk,245,45,313,98
Drunkface436B1_jpg.rf.4e81de9cb0e68d0e586d2048def55be2.jpg,724,543,Drunk,269,150,452,472
Drunkface510B_jpg.rf.4e27154aa2d6a2a80d4ae8139eba57f4.jpg,375,500,Drunk,108,24,142,73
Drunkface510B_jpg.rf.4e27154aa2d6a2a80d4ae8139eba57f4.jpg,375,500,Drunk,174,25,224,124
Drunkface583B2_jpg.rf.4eaf4378acb7a0efa39050584356072f.jpg,357,275,Drunk,27,2,95,84
Drunkface427B1_jpg.rf.4e3ab89b8fe274cf37c166d60de305a5.jpg,275,183,Drunk,92,23,126,77
Drunkface427B1_jpg.rf.4e3ab89b8fe274cf37c166d60de305a5.jpg,275,183,Drunk,142,38,181,86
Drunkface477B2_jpg.rf.4f5739842c092b0e713f7e7358b95597.jpg,251,201,Drunk,115,38,150,97
Drunkface290B1_jpg.rf.4f8ec2526476213ef3bc85f25dc64195.jpg,780,1032,Drunk,437,293,497,375
Drunkface59B_jpg.rf.4f9b08aa36048532799e091e4d4fd9b3.jpg,634,845,Drunk,137,116,515,714
Drunkface611B_jpg.rf.4ee36149db3499ca44e1cd7802011deb.jpg,867,622,Drunk,438,116,565,291
Drunkface611B_jpg.rf.4ee36149db3499ca44e1cd7802011deb.jpg,867,622,Drunk,168,227,306,421
Drunkface488B_jpg.rf.4dcfa3c8343689675fc0ad8eb9037251.jpg,834,834,Drunk,312,0,622,467
Drunkface524B2_jpg.rf.4f54a225c072573e4ceb8bc97bc17cde.jpg,301,167,Drunk,13,15,50,62
Drunkface524B2_jpg.rf.4f54a225c072573e4ceb8bc97bc17cde.jpg,301,167,Drunk,111,24,137,62
Drunkface453B_jpg.rf.4f5baa13e750c03d9a35217a8e36c67f.jpg,195,259,Drunk,36,33,124,165
Drunkface277B_jpg.rf.4fc39523c5c6a87f1beb49e9c8568903.jpg,299,168,Drunk,195,22,236,72
Drunkface277B_jpg.rf.4fc39523c5c6a87f1beb49e9c8568903.jpg,299,168,Drunk,133,22,177,87
Drunkface584B1_jpg.rf.4f1f7812186eba25fb7f0e497dbd1b0c.jpg,333,342,Drunk,70,94,154,226
Drunkface267B_jpg.rf.4dd84798cbabcbabdb2be47263d29672.jpg,273,184,Drunk,119,32,179,118
Drunkface181B3_jpg.rf.5016c475ae52d771c76bd16bf711f6f8.jpg,468,297,Drunk,185,16,254,88
Drunkface333B3_jpg.rf.4ddc7ceb27542577835ab1a686a57a91.jpg,257,171,Drunk,151,41,180,81
Drunkface333B3_jpg.rf.4ddc7ceb27542577835ab1a686a57a91.jpg,257,171,Drunk,53,45,77,82
Drunkface382B1_jpg.rf.4fc631b53688fa4b775a84d1563b17ac.jpg,195,259,Drunk,71,60,99,108
Drunkface408B1_jpg.rf.50a3ad7b7789308008b3117d4a289e41.jpg,890,534,Drunk,192,101,264,271
Drunkface408B1_jpg.rf.50a3ad7b7789308008b3117d4a289e41.jpg,890,534,Drunk,366,147,499,335
Drunkface408B1_jpg.rf.50a3ad7b7789308008b3117d4a289e41.jpg,890,534,Drunk,642,165,734,317
Drunkface233B_jpg.rf.50c1f4564ed91c401f86dc228c5a2d86.jpg,317,159,Drunk,199,30,233,76
Drunkface226B2_jpg.rf.4f7960149a51acb08dacebb1625a7a1f.jpg,612,612,Drunk,94,137,160,242
Drunkface226B2_jpg.rf.4f7960149a51acb08dacebb1625a7a1f.jpg,612,612,Drunk,375,197,436,296
Drunkface226B2_jpg.rf.4f7960149a51acb08dacebb1625a7a1f.jpg,612,612,Drunk,264,184,364,322
Drunkface226B2_jpg.rf.4f7960149a51acb08dacebb1625a7a1f.jpg,612,612,Drunk,472,184,588,362
Drunkface341B1_jpg.rf.50254a277cd98a32a80a00c6b3d6dbef.jpg,634,358,Drunk,270,76,360,244
Drunkface32B2_jpg.rf.50e27abcadc5712687654088d04b7d26.jpg,625,593,Drunk,110,112,256,327
Drunkface32B2_jpg.rf.50e27abcadc5712687654088d04b7d26.jpg,625,593,Drunk,405,135,562,357
Drunkface518B3_jpg.rf.4fc1d695abaea41a6e2770c6b07e43d7.jpg,275,183,Drunk,72,30,108,85
Drunkface518B3_jpg.rf.4fc1d695abaea41a6e2770c6b07e43d7.jpg,275,183,Drunk,141,51,184,103
Drunkface533B_jpg.rf.4f90aeb1cf9cda5cc44ccbe3270aec06.jpg,460,522,Drunk,208,85,264,187
Drunkface533B_jpg.rf.4f90aeb1cf9cda5cc44ccbe3270aec06.jpg,460,522,Drunk,285,87,372,187
Drunkface298B1_jpg.rf.507e72c5993aa110ddc0a0f4b39da6ca.jpg,1000,667,Drunk,519,263,578,342
Drunkface213B2_jpg.rf.51392f62e935273c92709a418e5e2392.jpg,1200,628,Drunk,548,10,721,284
Drunkface583B_jpg.rf.50c63515bad9b8dc415e65bfbdb65197.jpg,357,275,Drunk,14,8,78,96
Drunkface112B1_jpeg.rf.50e45c6dd14d1dca18eea61eece35a4d.jpg,625,417,Drunk,202,72,393,332
Drunkface112B1_jpeg.rf.50e45c6dd14d1dca18eea61eece35a4d.jpg,625,417,Drunk,89,194,199,338
Drunkface130B1_jpeg.rf.5151c03fa61255be48b06fb73d2146c0.jpg,1280,720,Drunk,661,25,1170,664
Drunkface337B3_jpg.rf.51844de69c3db77e4cacfac5e32ca1dc.jpg,759,422,Drunk,241,92,317,179
Drunkface337B3_jpg.rf.51844de69c3db77e4cacfac5e32ca1dc.jpg,759,422,Drunk,5,153,112,244
Drunkface337B3_jpg.rf.51844de69c3db77e4cacfac5e32ca1dc.jpg,759,422,Drunk,185,41,242,119
Drunkface54B2_jpg.rf.51059a1ffefba50887c3ae45cfacb926.jpg,704,396,Drunk,129,52,202,152
Drunkface54B2_jpg.rf.51059a1ffefba50887c3ae45cfacb926.jpg,704,396,Drunk,276,64,338,149
Drunkface54B2_jpg.rf.51059a1ffefba50887c3ae45cfacb926.jpg,704,396,Drunk,355,103,425,202
Drunkface54B2_jpg.rf.51059a1ffefba50887c3ae45cfacb926.jpg,704,396,Drunk,469,143,560,250
Drunkface343B3_jpg.rf.514b0ddcc30ed7d09956ba8ae5f8bdef.jpg,1280,720,Drunk,506,89,700,327
Drunkface556B_jpg.rf.501b61466867364b2afc75d2938e5f5e.jpg,327,435,Drunk,8,49,85,181
Drunkface134B3_jpg.rf.516390135b2a69712a95fd78d61b20dc.jpg,275,183,Drunk,137,38,239,98
Drunkface399B2_jpg.rf.5169223c5f2dd1e226c87376df24da09.jpg,308,164,Drunk,120,13,168,103
Drunkface625B_jpg.rf.51e35cd13f32f5d1afaab09c5a7c3e64.jpg,542,887,Drunk,151,60,415,373
Drunkface41B2_jpg.rf.513dcfca82b9303be843675d0eaa7c7d.jpg,634,666,Drunk,232,106,449,444
Drunkface26B3_jpg.rf.529082df75ddf51e6172d5d5ca6b5162.jpg,306,423,Drunk,59,93,243,300
Drunkface15B_jpg.rf.52444011529e5df275e0f53a765cbc5f.jpg,550,766,Drunk,206,55,320,204
Drunkface194B_jpg.rf.530fe898b658db991b33eb00c62392a5.jpg,275,183,Drunk,57,73,75,100
Drunkface314B1_jpg.rf.51d9e37dbee14f425d5c46bb00c4f2c0.jpg,276,183,Drunk,135,49,188,131
Drunkface145B_jpg.rf.52ce0b2cf6481451396748ae853f487f.jpg,500,346,Drunk,232,129,301,228
Drunkface214B2_jpg.rf.5250fc48a2b1aaca6d975bf4d732fdbe.jpg,630,497,Drunk,43,20,180,286
Drunkface214B2_jpg.rf.5250fc48a2b1aaca6d975bf4d732fdbe.jpg,630,497,Drunk,266,100,423,324
Drunkface273B1_jpg.rf.5208e28e69df24487cbba7a6e36b53d5.jpg,480,324,Drunk,222,87,287,188
Drunkface377B_jpg.rf.53bb364310d40a6b4d5d2afed77f134c.jpg,301,167,Drunk,133,37,168,74
Drunkface377B_jpg.rf.53bb364310d40a6b4d5d2afed77f134c.jpg,301,167,Drunk,193,41,254,111
Drunkface430B3_jpg.rf.53f65ffd11604efd7daf842bccd8ace3.jpg,620,826,Drunk,377,121,432,185
Drunkface430B3_jpg.rf.53f65ffd11604efd7daf842bccd8ace3.jpg,620,826,Drunk,162,200,209,249
Drunkface430B3_jpg.rf.53f65ffd11604efd7daf842bccd8ace3.jpg,620,826,Drunk,334,224,384,277
Drunkface430B3_jpg.rf.53f65ffd11604efd7daf842bccd8ace3.jpg,620,826,Drunk,159,524,215,580
Drunkface116B3_jpg.rf.52a1ae9983c433ba25bdf1abb2524bea.jpg,735,920,Drunk,196,220,574,603
Drunkface420B3_jpg.rf.51c1c9531c096bb38ff4c61e80b96c96.jpg,612,408,Drunk,289,177,335,255
Drunkface420B3_jpg.rf.51c1c9531c096bb38ff4c61e80b96c96.jpg,612,408,Drunk,84,216,140,286
Drunkface62B_jpg.rf.5393bf0ed38141a9b189cb4ea72fc11a.jpg,592,700,Drunk,233,109,362,282
Drunkface220B3_jpg.rf.5361a86b7858351bef4cd435a1451712.jpg,613,1024,Drunk,291,104,361,193
Drunkface220B3_jpg.rf.5361a86b7858351bef4cd435a1451712.jpg,613,1024,Drunk,421,150,492,244
Drunkface86B1_jpeg.rf.5385be4bcd80dea928c6f0785d0172bb.jpg,1024,768,Drunk,269,109,507,488
Drunkface86B1_jpeg.rf.5385be4bcd80dea928c6f0785d0172bb.jpg,1024,768,Drunk,569,410,784,752
Drunkface203B3_jpg.rf.5355357d20be20cfd9bf74b68d128477.jpg,1184,400,Drunk,400,209,572,345
Drunkface302B1_jpg.rf.53e4a96a805287e0c4628820ecdb808e.jpg,194,259,Drunk,127,23,150,63
Drunkface302B1_jpg.rf.53e4a96a805287e0c4628820ecdb808e.jpg,194,259,Drunk,99,26,127,64
Drunkface309B_jpg.rf.5412cf867c76058bd8a04bb786c0598a.jpg,700,689,Drunk,332,69,475,274
Drunkface585B2_jpg.rf.544c643c6268335c903f29abc9ccf902.jpg,746,862,Drunk,217,72,320,205
Drunkface585B2_jpg.rf.544c643c6268335c903f29abc9ccf902.jpg,746,862,Drunk,491,102,626,295
Drunkface451B_jpg.rf.543db36108987da030fafa0aea4a6a86.jpg,612,467,Drunk,203,92,303,222
Drunkface135B_jpg.rf.5471bd7d4819f4b2275eec5b7ce0d5e8.jpg,259,194,Drunk,51,28,90,71
Drunkface135B_jpg.rf.5471bd7d4819f4b2275eec5b7ce0d5e8.jpg,259,194,Drunk,151,56,185,105
Drunkface291B1_jpg.rf.5473a29b74fe77d37361ec7778edb188.jpg,310,163,Drunk,177,4,205,39
Drunkface196B_jpg.rf.54b1201bd535d58e61ba8cc974777cf6.jpg,225,224,Drunk,109,26,132,60
Drunkface196B_jpg.rf.54b1201bd535d58e61ba8cc974777cf6.jpg,225,224,Drunk,18,11,55,76
Drunkface196B_jpg.rf.54b1201bd535d58e61ba8cc974777cf6.jpg,225,224,Drunk,125,77,161,121
Drunkface47B3_jpg.rf.54b93f14b012db0295e63e1b51a816f3.jpg,393,418,Drunk,140,68,320,280
Drunkface353B3_jpg.rf.54c7a373d13dc506238f7d110bfbc8ab.jpg,275,183,Drunk,61,82,79,118
Drunkface353B3_jpg.rf.54c7a373d13dc506238f7d110bfbc8ab.jpg,275,183,Drunk,188,64,213,100
Drunkface353B3_jpg.rf.54c7a373d13dc506238f7d110bfbc8ab.jpg,275,183,Drunk,132,68,157,104
Drunkface85B3_jpg.rf.5490536ccde159932c12821258114ee8.jpg,500,590,Drunk,108,132,310,327
Drunkface245B2_jpg.rf.556ba07aa7f418eaa019e60d1b54d67b.jpg,786,520,Drunk,384,91,499,237
Drunkface221B_jpg.rf.55ab81d6a49f5dc4771b55b01487f658.jpg,700,350,Drunk,78,74,123,127
Drunkface221B_jpg.rf.55ab81d6a49f5dc4771b55b01487f658.jpg,700,350,Drunk,204,76,253,150
Drunkface221B_jpg.rf.55ab81d6a49f5dc4771b55b01487f658.jpg,700,350,Drunk,403,100,461,165
Drunkface221B_jpg.rf.55ab81d6a49f5dc4771b55b01487f658.jpg,700,350,Drunk,543,52,592,121
Drunkface305B_jpg.rf.5587932943069437bbe447606123d768.jpg,600,507,Drunk,219,28,384,245
Drunkface592B_jpg.rf.5541a7cf44cf38d96e7f701c672bd596.jpg,487,326,Drunk,114,122,207,191
Drunkface236B2_jpg.rf.52bd51ef7daf3b73731dfbc9d69d9ae4.jpg,1280,853,Drunk,387,226,491,368
Drunkface236B2_jpg.rf.52bd51ef7daf3b73731dfbc9d69d9ae4.jpg,1280,853,Drunk,693,292,828,429
Drunkface236B2_jpg.rf.52bd51ef7daf3b73731dfbc9d69d9ae4.jpg,1280,853,Drunk,557,356,651,480
Drunkface54B_jpg.rf.55db8bb192e52959456a4ae1451ffd11.jpg,704,396,Drunk,261,72,322,163
Drunkface54B_jpg.rf.55db8bb192e52959456a4ae1451ffd11.jpg,704,396,Drunk,114,81,189,189
Drunkface54B_jpg.rf.55db8bb192e52959456a4ae1451ffd11.jpg,704,396,Drunk,345,96,412,198
